id,location_id,program_id,accepted_payments,alternate_name,application_process,description,eligibility,email,fees,funding_sources,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
17829,127,127,,,"Accepts referrals, call for information.",None Provided,,,,,,,,Outreach Programs,,,active,,http://icfhinc.org,
370,128,128,,,"Accepts referrals, call for information.",None Provided,,,,,,,,Case/Care Management,,,active,,http://www.icfhinc.org,
17852,132,132,,,Call for information.,None Provided,,,,,,,,Transitional Case/Care Management,,,active,,http://icfhinc.org,
388,132,132,,,Call for information.,None Provided,,,,,,,,Psychiatric Case Management,,,active,,http://icfhinc.org,
17837,134,134,,,"Referrals accepted, call for information.",None Provided,,,,,,,,Psychotherapy/Psychoanalysis,,,active,,http://icfhinc.org,
394,134,134,,,"Referrals accepted, call for information.",None Provided,,,,,,,,Parenting Materials,,,active,,http://icfhinc.org,
8019,136,136,,,Call or visit website to become a member,None Provided,,,,,,,,Discrimination Assistance,,,active,,http://miami-dadenaacp.org/,
19075,137,137,,,Call to register,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.girlscoutsfl.org,
19074,137,137,,,Call to register,None Provided,,,,,,,,Scouting Programs,,,active,,http://www.girlscoutsfl.org,
19073,137,137,,,Call to register,None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://www.girlscoutsfl.org,
397,138,138,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://girlscoutsfl.org,
398,138,138,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Youth Development,,,active,,http://girlscoutsfl.org,
14629,138,138,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Mentoring Programs,,,active,,http://girlscoutsfl.org,
13898,138,138,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://girlscoutsfl.org,
14628,138,138,,,Must complete enrollment. Call for information.,None Provided,,,,,,,,Tutoring Services,,,active,,http://girlscoutsfl.org,
14631,141,141,,,Call for enrollment,None Provided,,,,,,,,Dropout Prevention,,,active,,http://www.girlscoutsfl.org/programs/decisions.html,
404,141,141,,,Call for enrollment,None Provided,,,,,,,,Juvenile Delinquency Prevention,,,active,,http://www.girlscoutsfl.org/programs/decisions.html,
14630,141,141,,,Call for enrollment,None Provided,,,,,,,,Teen Pregnancy Prevention,,,active,,http://www.girlscoutsfl.org/programs/decisions.html,
19626,144,144,,,Must call for assessment on case,None Provided,,,,,,,,Crime Victim Compensation,,,active,,http://www.myfloridalegal.com,
19625,144,144,,,Must call for assessment on case,None Provided,,,,,,,,General Crime Victim Assistance,,,active,,http://www.myfloridalegal.com,
19628,145,145,,,Call for information or visit http://www.myfloridalegal.com/Engviccmp.pdf for a copy of brochure.,None Provided,,,,,,,,Crime Victim Compensation,,,active,,http://www.myfloridalegal.com,
19627,145,145,,,Call for information or visit http://www.myfloridalegal.com/Engviccmp.pdf for a copy of brochure.,None Provided,,,,,,,,General Crime Victim Assistance,,,active,,http://www.myfloridalegal.com,
20386,146,146,,,Must call to setup an appointment for inspection,None Provided,,,,,,,,Neighborhood Revitalization,,,active,,http://www.miamidade.gov/building/neighborhood-compliance.asp,
20730,148,148,,,Varies on program of interest,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://unitedwaymiami.org,
13741,151,151,,,Call for additional information,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
13726,151,151,,,Call for additional information,None Provided,,,,,,,,General Clothing Donation Programs,,,active,,http://www.salvationarmymiami.com,
13746,152,152,,,None,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
420,153,153,,,Must be referred through the Homeless Helpline (877) 994-4357.,None Provided,,,,,,,,Emergency Shelter,,,active,,http://www.salvationarmymiami.com,
18946,157,157,,,Must be referred by Homeless Helpline,None Provided,,,,,,,,Transitional Case/Care Management,,,active,,http://www.salvationarmymiami.com,
13744,157,157,,,Must be referred by Homeless Helpline,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
14410,157,157,,,Must be referred by Homeless Helpline,None Provided,,,,,,,,Homeless Shelter,,,active,,http://www.salvationarmymiami.com,
13745,159,159,,,None,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
13738,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
434,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.salvationarmymiami.com,
22047,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Life Skills Education,,,active,,http://www.salvationarmymiami.com,
22053,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Housing Search Assistance,,,active,,http://www.salvationarmymiami.com,
22046,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Homeless Shelter,,,active,,http://www.salvationarmymiami.com,
22045,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Subject Tutoring,,,active,,http://www.salvationarmymiami.com,
22052,160,160,,,Contact the Social Services Department for intake requirements,None Provided,,,,,,,,Career Development,,,active,,http://www.salvationarmymiami.com,
20985,161,161,,,Call the Social Services Department for all intake procedures,None Provided,,,,,,,,Ongoing Emergency Food Assistance,,,active,,http://www.salvationarmymiami.com,
13740,161,161,,,Call the Social Services Department for all intake procedures,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
13743,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
18942,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,Alcoholism Counseling,,,active,,http://www.salvationarmymiami.com,
18943,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,Drug Abuse Counseling,,,active,,http://www.salvationarmymiami.com,
18944,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,Life Skills Education,,,active,,http://www.salvationarmymiami.com,
13727,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,Transitional Case/Care Management,,,active,,http://www.salvationarmymiami.com,
18945,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,Transitional Housing/Shelter,,,active,,http://www.salvationarmymiami.com,
13729,162,162,,,Referrals made through community agencies.,None Provided,,,,,,,,AIDS/HIV Control,,,active,,http://www.salvationarmymiami.com,
18947,163,163,,,Contact Social Services Department for intake procedures.,None Provided,,,,,,,,Homeless Shelter,,,active,,http://www.salvationarmymiami.com,
13739,164,164,,,"All clients must provide current identification, social security card and ability to work required",None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.salvationarmymiami.com,
450,166,166,,,None,None Provided,,,,,,,,Consumer Complaints,,,active,,http://www.miamidade.gov/information/311.asp,
449,166,166,,,None,None Provided,,,,,,,,Information and Referral,,,active,,http://www.miamidade.gov/information/311.asp,
448,166,166,,,None,None Provided,,,,,,,,311 Services,,,active,,http://www.miamidade.gov/information/311.asp,
7242,183,183,,,Call for more information,None Provided,,,,,,,,Home Health Aide Services,,,active,,http://www.unitedhomecare.com,
471,184,184,,,Call for more information,None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.unitedhomecare.com,
472,184,184,,,Call for more information,None Provided,,,,,,,,Respite Care,,,active,,http://www.unitedhomecare.com,
473,185,185,,,Call for more information,None Provided,,,,,,,,Respite Care,,,active,,http://www.unitedhomecare.com,
475,186,186,,,Call for more information,None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.unitedhomecare.com,
15900,186,186,,,Call for more information,None Provided,,,,,,,,Long Term Case/Care Management,,,active,,http://www.unitedhomecare.com,
15899,186,186,,,Call for more information,None Provided,,,,,,,,In Home Adult Day Programs,,,active,,http://www.unitedhomecare.com,
9831,188,188,,,Call for further assessment,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.unitedhomecare.com,
477,188,188,,,Call for further assessment,None Provided,,,,,,,,Homemaker Assistance,,,active,,http://www.unitedhomecare.com,
9834,188,188,,,Call for further assessment,None Provided,,,,,,,,Errand Running/Shopping Assistance,,,active,,http://www.unitedhomecare.com,
9829,188,188,,,Call for further assessment,None Provided,,,,,,,,Personal Care,,,active,,http://www.unitedhomecare.com,
9830,188,188,,,Call for further assessment,None Provided,,,,,,,,Respite Care,,,active,,http://www.unitedhomecare.com,
9836,188,188,,,Call for further assessment,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.unitedhomecare.com,
14775,188,188,,,Call for further assessment,None Provided,,,,,,,,General Medical Equipment Provision,,,active,,http://www.unitedhomecare.com,
9832,188,188,,,Call for further assessment,None Provided,,,,,,,,Home Delivered Meals,,,active,,http://www.unitedhomecare.com,
7244,190,190,,,Please call for information,None Provided,,,,,,,,Home Based Mental Health Services,,,active,,http://www.unitedhomecare.com,
13973,200,200,,,"Must have proper identifications, incident reports concerning cummunity issues",None Provided,,,,,,,,Law Enforcement Education/Information,,,active,,http://www.miami-police.org/community_involvement.html,
501,202,202,,,Call or visit for more information.,None Provided,,,,,,,,Juvenile Delinquency Prevention,,,active,,http://www.miami-police.org,
502,202,202,,,Call or visit for more information.,None Provided,,,,,,,,Recreational Activities/Sports,,,active,,http://www.miami-police.org,
500,202,202,,,Call or visit for more information.,None Provided,,,,,,,,Youth Development,,,active,,http://www.miami-police.org,
13974,202,202,,,Call or visit for more information.,None Provided,,,,,,,,Volunteer Opportunities,,,active,,http://www.miami-police.org,
505,204,204,,,Call for information.,None Provided,,,,,,,,Crime Reporting,,,active,,http://www.miami-police.org,
506,204,204,,,Call for information.,None Provided,,,,,,,,Crime Victim Support,,,active,,http://www.miami-police.org,
508,204,204,,,Call for information.,None Provided,,,,,,,,Information and Referral,,,active,,http://www.miami-police.org,
512,208,208,,,For intake call (786) 466-2826.,None Provided,,,,,,,,Case/Care Management,,,active,,http://www.jhsmiami.org,
517,209,209,,,Call (786) 466-2826 for intake information.,None Provided,,,,,,,,Psychotherapy/Psychoanalysis,,,active,,http://www.jhsmiami.org,
515,209,209,,,Call (786) 466-2826 for intake information.,None Provided,,,,,,,,Early Intervention for Mental Illness,,,active,,http://www.jhsmiami.org,
518,209,209,,,Call (786) 466-2826 for intake information.,None Provided,,,,,,,,Psychiatric Disorder Counseling,,,active,,http://www.jhsmiami.org,
514,209,209,,,Call (786) 466-2826 for intake information.,None Provided,,,,,,,,Psychosocial Evaluation,,,active,,http://www.jhsmiami.org,
531,211,211,,,None; Client can just visit location,None Provided,,,,,,,,Detoxification,,,active,,http://www.jhsmiami.org,
12115,212,212,,,* For appointment (877) 881-6240\n* For intake call (786) 466-2826,None Provided,,,,,,,,Mental Health Screening,,,active,,http://www.jhsmiami.org,
541,213,213,,,Call intake for further information on receiving assistance and applying.,None Provided,,,,,,,,Job Finding Assistance,,,active,,http://www.jhsmiami.org,
17992,214,214,,,"Please call or visit the intake office located on 15055 NW 27th Avenue at 786-466-2800 between 8:00am-4:00pm, Mon-Fri and ask to speak with Joy Burchell.",None Provided,,,,,,,,Long Term Case/Care Management,,,active,,http://www.jhsmiami.org,
12119,215,215,,,Must register,None Provided,,,,,,,,Stress Management,,,active,,http://www.jhsmiami.org/mentalhealth,
21222,215,215,,,Must register,None Provided,,,,,,,,Anger Management,,,active,,http://www.jhsmiami.org/mentalhealth,
545,215,215,,,Must register,None Provided,,,,,,,,Psychiatric Day Treatment,,,active,,http://www.jhsmiami.org/mentalhealth,
555,218,218,,,Must call to enroll in services,None Provided,,,,,,,,Hospice Care,,,active,,http://www.vitas.com,
17100,222,222,,,Please contact for more information.,None Provided,,,,,,,,Employee Assistance Programs,,,active,,http://www.fla-lap.org,
21127,222,222,,,Please contact for more information.,None Provided,,,,,,,,Specialized Information and Referral,,,active,,http://www.fla-lap.org,
16317,226,226,,,Call for more information,None Provided,,,,,,,,Guardianship Assistance,,,active,,http://www.guardianshipprogram.org,
17964,228,228,,,* Must make an appointment 305-577-4840 ext 100\n* Personal identification card (if you have one) \n* Proof of legal guardianship for your child \n* Health insurance information (if applicable),None Provided,,,,,,,,AIDS/HIV Clinics,,,active,,http://www.camillus.org,
17965,228,228,,,* Must make an appointment 305-577-4840 ext 100\n* Personal identification card (if you have one) \n* Proof of legal guardianship for your child \n* Health insurance information (if applicable),None Provided,,,,,,,,Dental Hygiene,,,active,,http://www.camillus.org,
17966,228,228,,,* Must make an appointment 305-577-4840 ext 100\n* Personal identification card (if you have one) \n* Proof of legal guardianship for your child \n* Health insurance information (if applicable),None Provided,,,,,,,,Pediatrics,,,active,,http://www.camillus.org,
17960,228,228,,,* Must make an appointment 305-577-4840 ext 100\n* Personal identification card (if you have one) \n* Proof of legal guardianship for your child \n* Health insurance information (if applicable),None Provided,,,,,,,,AIDS/HIV Prevention Counseling,,,active,,http://www.camillus.org,
17967,228,228,,,* Must make an appointment 305-577-4840 ext 100\n* Personal identification card (if you have one) \n* Proof of legal guardianship for your child \n* Health insurance information (if applicable),None Provided,,,,,,,,Case/Care Management,,,active,,http://www.camillus.org,
