id,name,alternate_name,description,email,website,legal_status,tax_status,tax_id,date_incorporated,accreditations,funding_sources,licenses
530,ARTHRITIS FOUNDATION - FLORIDA CHAPTER,,"The Arthritis Foundation's mission is to improve lives through leadership in the prevention, control and cure of arthritis and related diseases.\n\n###MON###\n###COL###",,http://www.arthritis.org/florida/,,,,,,,
531,"CONCEPT HEALTH SYSTEMS, INC.",,Concept House is a not for profit social service agency licensed by the State of Florida Department of Children and Families. Serves the residents of Miami-Dade County in need of substance abuse treatment.,,http://www.concepthouse.org/,,,,,,,
534,"NAMI OF MIAMI, INC.",NAMI,"This volunteer organization advocates for treatment and services for the recovery of mentally ill persons, advocates for legislative initiatives, provides comfort and support to affected families and disseminates information in the community.",,http://www.namiofmiami.org,,,,,,,
542,THE BARNYARD,"COCONUT GROVE CARES, INC.",Coconut Grove Cares is a not for profit organization dedicated to building a better community for the children and families in the Village West Coconut Grove.,,http://www.coconutgrovecares.org,,,,,,,
546,"ABUNDANT LIVING CITI CHURCH, INC.",,"Agency Programs and Services: Since our establishment in 2004, CitiChurch has worked through collaborations and partnerships to implement and institute services and programs that effectively serve the needs of children and families in our surrounding community.  \r\n\r\nCitiChurch currently has a partnership with The Children's Trust for a Out-of-School (CitiKidz After School, Spring Break and Summer Camp Program) and a Youth Prevention ""Higher Ground"" Culinary Arts Program. CitiChurch is also a State Approved SES Tutoring Provider, rated ""Excellent.""\r\n  \r\nCommunity Outreaches:  \r\nCitiChurch began local outreach in our community in 2004, sponsoring annual events such as: Hurricane Outreaches, Kidz Club, an outreach to children, Free Community Carnivals, Free Health Fairs in collaboration with various local agencies, Free Family Movie Nights, Family Fun Days, Holiday Outreaches and Celebrations, and Back to School Outreaches providing school supplies.  Each outreach is targeted to reach families and children and create a safe and supportive community.",,http://www.citichurchmiami.com,,,,,,,
548,"COMMUNITIES IN SCHOOLS OF MIAMI, INC.",CIS,Communities in Schools is dedicated to creating public/private partnerships for the benefit of Miami-Dade County Public Schools and community centers. Services offered include a mentorship program which is targeted to youth who are at-risk of dropping out of school.,,http://www.cismiami.org,,,,,,,
555,COMMUNITIES IN SCHOOLS - AMERICORPS MIAMI READS,CIS,The Communities In Schools of Miami (CIS) Miami Reads! Program is a literacy tutoring program for children in grades K-5. It is provided on-site at targeted Miami-Dade County Public Elementary Schools. It is offered during the school day and throughout the academic year. The program serves at-risk children and schools that are unable to provide literacy tutoring due to limited budgets and available volunteers.,,http://www.cismiami.org,,,,,,,
558,COMMUNITIES IN SCHOOLS - ALTERNATIVE TO SUSPENSION,CIS,Provides suspended middle and high school students academic support and life skills.,,http://www.cismiami.org,,,,,,,
559,"CARE CLUB OF COLLIER COUNTY, INC.",,Care Club of Collier County provides adult day care services for adults suffering from Alzheimer's Disease or other memory disorders. Care Club also provides respite care during the day for twenty-four hour caregivers.\r\n\r\n###COL###,,http://www.colliercareclub.org,,,,,,,
561,"CHILDREN'S HOME SOCIETY OF FLORIDA, INC.",,"When kids are hurting, we help them heal. When kids need a safe place to call ""home,"" we find them loving families. When parents want to provide stable, nurturing homes for their babies, we help. When families are in crisis, we help them rebuild trust. Create stronger bonds. We create brighter futures for kids, for families, for communities. Kids need us. They need you. Together, we'll make an even bigger difference.\n\n###MON###\n###COL###",,http://www.chsfl.org,,,,,,,
577,"THE ADVOCACY NETWORK ON DISABILITIES, INC.","CCDH, Inc.","CCDH is an advocacy organization that provides, arranges and coordinates services to adults with developmental disabilities, and to children with developmental, physical, and sensory disabilities. \n\nMiami-DadeGÇÖs lead agency advocating, planning, providing, coordinating and arranging for services benefitting people with developmental and other disabilitiesGÇª\n\nTHE ADVOCACY NETWORK ON DISABILITIES champions the rights of individuals with intellectual, developmental, and other disabilities by promoting inclusion, providing services, and advancing systems change.  Miami-DadeGÇÖs lead agency advocating, planning, providing, coordinating and arranging for services benefitting people with developmental and other disabilitiesGÇª\n\nServices include:\n\n* Individual Advocacy and Case Management\n* Stipends for In-Home Supports\n* Legislative & Public Policy Advocacy\n* Training and Technical Assistance to increase the capacity of community programs to include children with disabilities\n* Funding for Wheelchair Repairs for children\n* Professional Development and Training",,http://www.advocacynetwork.org,,,,,,,
584,THE COUNSELING GROUP,,"The Counseling Group is dedicated to providing you and your loved ones with the personal care you deserve for your emotional needs. The Counseling Group staff works with children, adolescents and adults and offers individual, couple and family consultations as well as group therapy sessions.",,http://www.counselinggroupmiami.com,,,,,,,
588,BORINQUEN MEDICAL CENTERS OF MIAMI-DADE,,"Borinquen Medical Centers of Miami-Dade provide a comprehensive range of health and social services to our culturally diverse community in Miami-Dade County. \n\nServices include internal Medicine, HIV, Pediatrics, Adolescent, OB/GYN Including Delivery, Family Planning, Healthy Start, Nutritionist, Dental Health, Child Immunizations, Behavioral Health, Psychiatry, Substance Abuse, Case Management, Prevention Education, Podiatry, Optometry / Opticals, Speech Language and Communication Disorders Treatments, Laboratory, X-Ray, Pharmacy, Medicaid Eligibility.",,http://www.borinquenhealth.org,,,,,,,
595,KAYLEEN'S LEARNING CENTER,,"KLC provides academic tutorial services during after-school for the school year and summer camp. The program offers enrichment and tutorial activities: Academics and Technology, Social and Leadership Skills, Parental Involvement, Physical Education, and Health. The primary goal is to provide the community the resources necessary for children to succeed in life.",,,,,,,,,
597,"VILLA MARIA NURSING & REHAB CENTER, INC.",,"St. CatherineGÇÖs Rehabilitation Hospital provides medical care with rehabilitation services for those suffering from neurological and orthopedic disabilities caused by stroke, spinal cord or head injuries, diseases such as MS, ParkinsonGÇÖs Disease and Muscular Dystrophy, amputation and lower extremity fractures, arthritis/osteoporosis and chronic or acute pain, both in the hospital and via outpatient clinic services. Villa Maria Nursing Center is a 212 bed skilled nursing and long-term care facility.",,http://www.catholichealthservices.org,,,,,,,
602,"CENTRO MATER CHILDCARE CENTER, INC.",Centro Mater East and Centro Mater West,"Centro Mater Childcare Services Inc. is a 45-year-old, nonprofit organization that strives to aid economically disadvantaged families by providing quality childcare and education services.",,http://centromater.com,,,,,,,
619,THE WOW CENTER,FORMERLY THE COMMUNITY HABILITATION CENTER,"Provides educational and recreational programs, music therapy, arts and crafts, ceramic classes, horticulture, daily living skills, computer classes, health education, physical education, Special Olympics training, supported employment and supported living. The WOW Center currently supports and serves over 150 adults with developmental disabilities from Miami-Dade County.",,http://wowcentermiami.org/programs,,,,,,,
622,"CASA VALENTINA, INC.",,"Casa Valentina is a program that provides safe and affordable housing, support services, life-skills training and crisis intervention to young adults ages 18 - 23 years old who have aged out of the foster care system (including young mothers with one child).",,http://casavalentina.org,,,,,,,
624,HAITIAN AMERICAN COMMUNITY DEVELOPMENT CORPORATION,LITTLE HAITI HOUSING ASSOCIATION,"The Haitian American Community Development Corporation (HACDC) is a 501 (c) (3) non-profit community development corporation committed to providing decent affordable housing, educational and business enterprise opportunities through programs that create and sustain economic advancement in Haitian American communities. Provides comprehensive services towards meeting the development needs of the low-income residents of Little Haiti and neighboring communities in north and northeast Miami-Dade County.",,http://www.haitianamericancdc.org/,,,,,,,
